qna_id;question;answer;tags;query_1;query_2;query_3;query_4;query_5;query_6;query_7;query_8;query_9;query_10;query_11;query_12;query_13;query_14;query_15;query_16;query_17;query_18;query_19;query_20
66;Ön lisans öğrencisiyim mezun olmam için hangi şartları sağlamalıyım?;Kayıtlı olduğu ön lisans programında en az 120 AKTS kredilik ders alıp, tüm dersleri başarıyla tamamlayan, FF notu olmayan, AGNO’su en az 2,00 olan ve diğer yükümlülükleri yerine getiren öğrenciye, kayıtlı olduğu programın ön lisans diploması verilir.;MEZUNIYET_STAJ_YAZ_OKULU-MEZUNIYET_BILGILENDIRMESI-BILGI;Ön lisans programından mezuniyet için gereken koşullar nelerdir?;Ön lisans mezuniyeti için hangi şartları yerine getirmem gerekir?;Mezun olabilmek için ön lisans öğrencileri ne yapmalı?;Ön lisans derecesi alabilmek için hangi kriterleri karşılamam gerekiyor?;Ön lisans programından mezun olmak için gerekli şartlar nedir?;Ön lisans öğrencisi olarak mezuniyet kriterleri nelerdir?;Ön lisans öğrencisiyken mezun olmak için ne gibi koşulları sağlamalıyım?;Ön lisans mezuniyet şartları nelerdir ve nasıl sağlanır?;;;;;;;;;;;;
67;Tıbbi Dokümantasyon ve Sekreterlik programı öğrencisiyim programımızda staj (zorunlu ) uygulaması var mı?;Tıbbi Dokümantasyon ve Sekreterlik programında staj uygulaması bulunmamaktadır. İsteğe bağlı (gönüllü) staj talepleri fakülte kurulunda görüşülmüş ve mevcut koşullar göz önünde bulundurularak staj talebi uygun görülmemiştir.;MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Tıbbi Dokümantasyon ve Sekreterlik programında zorunlu staj gerekliliği var mı?;Programımda zorunlu staj yapmam gerekiyor mu?;Tıbbi Dokümantasyon ve Sekreterlik öğrencileri için staj zorunluluğu mevcut mu?;Tıbbi Dokümantasyon ve Sekreterlik Programımın zorunlu staj uygulaması hakkında bilgi alabilir miyim?;Tıbbi Dokümantasyon ve Sekreterlik programı zorunlu staj varlığı nedir?;Tıbbi Dokümantasyon ve Sekreterlik Programımda yer alan zorunlu staj koşulları nelerdir?;Tıbbi Dokümantasyon ve Sekreterlik programı için staj zorunluluğu hakkında bilgilendirme alabilir miyim?;Tıbbi Dokümantasyon ve Sekreterlik öğrencisi olarak zorunlu staj yapmak zorunda mıyım?;;;;;;;;;;;;
68;"Programımda zorunlu stajım yok; ancak  gönüllü (kendi isteği ile) staj yapabilir miyim?";Fakültemizde zorunlu staj uygulaması bulunmayan programlardaki öğrencilerin isteğe bağlı (gönüllü) staj talepleri fakülte kurulunda görüşülmüş ve mevcut koşullar göz önünde bulundurularak staj talebi uygun görülmemiştir.;MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Zorunlu staj olmadığı halde gönüllü staj yapma imkanım var mı?;Programımda zorunlu staj gerekliliği olmaksızın gönüllü staj yapabilir miyim?;Zorunlu stajım bulunmuyor, kendi isteğimle staj yapma şansım nedir?;Zorunlu staj şartı olmadan gönüllü staj gerçekleştirebilir miyim?;Programımda zorunlu staj yoksa, kendi isteğime bağlı olarak staj yapma olanağım mevcut mu?;Zorunlu staj gerekliliği olmadan kendi isteğimle staj yapabilir miyim?;Programımda zorunlu staj olmadan gönüllü staj imkanları var mı?;Zorunlu olmayan staj durumunda, gönüllü staj yapma şartları nelerdir?;;;;;;;;;;;;
69;Çocuk Gelişimi Uzaktan Öğretim Ön Lisans programında zorunlu staj var mı?;Çocuk Gelişimi Uzaktan Öğretim Ön Lisans programında zorunlu staj bulunmamaktadır. Ancak kendi ihtiyaç ve istekleri doğrultusunda Çocuk Gelişimi Stajını yapmak isteyen öğrencilerimiz staj takviminde belirtilen başvuru tarihleri arasında staj başvurusu  yapabileceklerdir.;MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Çocuk Gelişimi Uzaktan Öğretim Ön Lisans programında staj zorunluluğu bulunuyor mu?;Çocuk Gelişimi ön lisans uzaktan eğitim programı içinde zorunlu staj yapmam gerekiyor mu?;Uzaktan eğitimle okuduğum Çocuk Gelişimi programında zorunlu staj var mı?;Çocuk Gelişimi Uzaktan Öğretim programında staj yapma zorunluluğum var mı?;Çocuk Gelişimi ön lisans uzaktan eğitim öğrencisi olarak staj yapmam gereken bir durum var mı?;Uzaktan eğitim Çocuk Gelişimi programında zorunlu staj uygulaması mevcut mu?;Çocuk Gelişimi Uzaktan Öğretim programında zorunlu bir staj sürecim olacak mı?;Çocuk Gelişimi ön lisans uzaktan öğretimde staj zorunluluğu hakkında bilgi alabilir miyim?;;;;;;;;;;;;
70;Coğrafi Bilgi Sistemleri programı öğrencisiyim zorunlu staj hakkında bilgi almak istiyorum.;"COĞRAFİ BİLGİ SİSTEMLERİ STAJI
Coğrafi Bilgi Sistemleri Uzaktan Öğretim Ön lisans Programı için, 2. sınıfın bahar döneminde (4. yarıyılda) “Coğrafi Bilgi Sistemleri Stajı” bulunmaktadır. Stajın süresi 20 iş günüdür ve değerlendirme notu “Başarılı” ya da “Başarısız” olarak verilmektedir.

Stajın Yapılacağı Alan ve Kurumlar
Stajın Coğrafi Bilgi Sistemleri ile ilgili proje ve/veya çözüm üreten, mimarlık ve mühendislik bürolarında, bilişim firmalarında, planlama ofislerinde, kamu kuruluşlarında (belediyeler, bakanlıkların merkez ve taşra teşkilatları vb.) yapılması gerekmektedir.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Coğrafi Bilgi Sistemleri programında zorunlu staj gereksinimleri nelerdir?;Coğrafi Bilgi Sistemleri bölümünde zorunlu staj var mı, detayları nelerdir?;Coğrafi Bilgi Sistemleri programı için zorunlu staj uygulaması hakkında bilgi verebilir misiniz?;Coğrafi Bilgi Sistemleri öğrencisi olarak zorunlu stajım hakkında bilgi alabilir miyim?;Coğrafi Bilgi Sistemleri programında zorunlu staj şartları nedir?;Coğrafi Bilgi Sistemleri bölümünde zorunlu stajımı nerede ve nasıl yapabilirim?;Coğrafi Bilgi Sistemleri öğrencileri için zorunlu staj koşulları nelerdir?;Coğrafi Bilgi Sistemleri bölümü zorunlu staj bilgileri nelerdir ve nasıl yerine getirilir?;;;;;;;;;;;;
71;Hemşirelik programı öğrencisiyim programımızda staj ya da uygulama dersi var mı?;"KLİNİK UYGULAMA STAJI
Hemşirelik Açık öğretim Lisans Tamamlama Programı için, 4. sınıfın bahar döneminde (8. yarıyılda) ‘Klinik Uygulama Stajı’ stajı bulunmaktadır. Stajın süresi 20 işgünüdür ve değerlendirme notu “Başarılı” ya da “Başarısız” olarak verilmektedir.

Stajın Yapılacağı Alan ve Kurumlar
İstanbul Üniversitesi Açık Uzaktan Eğitim Fakültesi Hemşirelik Lisans Tamamlama Programına devam eden öğrenciler klinik uygulamalarını, ikamet ettikleri ilde bulunan T.C. Sağlık Bakanlığı Eğitim-Araştırma Hastanesi ya da Üniversite Hastanesi’nin yataklı tedavi biriminde/servisinde yapması zorunludur. İkamet ettikleri ilde belirtilen kurumların bulunmaması durumunda T.C Sağlık Bakanlığı Devlet Hastanesi’nin yataklı tedavi biriminde/servisinde yapabilirler.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Hemşirelik programında staj veya uygulama dersi gerekliliği mevcut mu?;Hemşirelik öğrencisi olarak staj ya da uygulama derslerine katılmam gerekir mi?;Hemşirelik programında yer alan staj veya pratik ders varlığı nedir?;Hemşirelik bölümünde staj veya uygulama dersi zorunluluğu var mı?;Hemşirelik kursunda staj veya pratik uygulama dersleri bulunuyor mu?;Programımda uygulamalı eğitim veya staj dersi olup olmadığını öğrenmek istiyorum.;Hemşirelik eğitimimde pratik veya staj dersleri yer alıyor mu?;Hemşirelik öğrencisi olarak hangi uygulama veya staj derslerini almalıyım?;;;;;;;;;;;;
72;Endüstri Mühendisliği programı öğrencisiyim staj defterimi en son hangi tarihe kadar göndermem gerekiyor?;"Staj kılavuzunda belirtilen şekilde işlemlerinizi yapmanız gerekmekte olup kılavuzda staj defteri son gönderim tarihi ilgili dönem için belirtilmektedir. Kılavuz ""https://auzef.istanbul.edu.tr/"" https://auzef.istanbul.edu.tr/ de yayınlanmaktadır.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Endüstri Mühendisliği staj defteri teslim son tarihi nedir?;Endüstri Mühendisliği bölümünde staj raporumu ne zaman teslim etmeliyim?;Staj defterimin son teslim tarihi Endüstri Mühendisliği programı için ne zamandır?;Endüstri Mühendisliği stajımın rapor teslim süresi nedir?;Endüstri Mühendisliği öğrencisi olarak staj defterimi son teslim günü ne zaman?;Staj raporumu en geç ne zaman göndermem gerek Endüstri Mühendisliği için?;Endüstri Mühendisliği staj defteri teslimatı için deadline nedir?;Endüstri Mühendisliği staj raporu tesliminin son günü hangi tarihtir?;;;;;;;;;;;;
73;Çocuk Gelişimi Açık Öğretim Lisans programında staj var mı?;Çocuk Gelişimi Açıköğretim Lisans programında zorunlu staj bulunmamaktadır. Ancak kendi ihtiyaç ve istekleri doğrultusunda Çocuk Gelişimi Stajını yapmak isteyen öğrencilerimiz staj takviminde belirtilen başvuru tarihleri arasında staj başvurusu  yapabileceklerdir.;MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Açık Öğretim Çocuk Gelişimi Lisans programında staj zorunluluğu bulunuyor mu?;Çocuk Gelişimi uzaktan eğitim lisansında staj yapma gerekliliği var mı?;Açık Öğretim Lisans programı Çocuk Gelişiminde staj dönemi mevcut mu?;Çocuk Gelişimi Açık Öğretim Lisans öğrencileri için staj şartı var mı?;Uzaktan eğitim Çocuk Gelişimi programında staj uygulaması gerekiyor mu?;Çocuk Gelişimi Lisans programında (Açık Öğretim) staj yapmak zorunlu mu?;Açık Öğretim Çocuk Gelişimi Lisans programı kapsamında staj varlığı nedir?;Çocuk Gelişimi Açık Öğretim programında staj gerekliliği hakkında bilgi verebilir misiniz?;;;;;;;;;;;;
74;Bankacılık ve Sigortacılık programı stajı hakkında bilgi alabilir miyim?;"İŞYERİ UYGULAMASI I
Bankacılık ve Sigortacılık Uzaktan Öğretim Ön lisans Programı için, 1. sınıfın bahar döneminde (2. yarıyılda) “İşyeri Uygulaması I” stajı bulunmaktadır. Stajın süresi 20 iş günüdür ve değerlendirme notu “Başarılı” ya da “Başarısız” olarak verilmektedir.

Stajın Yapılacağı Alan ve Kurumlar
1. Sınıf öğrencilerinin işyeri uygulamalarını (stajlarını) bankalarda yapmaları gerekmektedir.

İŞYERİ UYGULAMASI II
Bankacılık ve Sigortacılık Uzaktan Öğretim Ön lisans Programı için, 2. sınıfın bahar döneminde (4. yarıyılda) “İşyeri Uygulaması II” stajı bulunmaktadır. Stajın süresi 30 iş günüdür ve değerlendirme notu “Başarılı” ya da “Başarısız” olarak verilmektedir.

Stajın Yapılacağı Alan ve Kurumlar
2. sınıf öğrencileri, işyeri uygulamalarını seçtikleri alanlara göre;

Sigortacılık Alanı
Sigorta Branş İşlemleri (Teknik Detaylı)

Bankacılık Alanı
İthalat-İhracat
Krediler
Sigorta Branş İşlemleri (Teknik Detaylı) alanlarında yapmak zorundadır.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Bankacılık ve Sigortacılık programında staj koşulları nelerdir?;Bankacılık ve Sigortacılık öğrencisi olarak staj yapma şartları nedir?;Bankacılık ve Sigortacılık bölümü staj uygulamaları hakkında bilgi istiyorum.;Bankacılık ve Sigortacılık programındaki staj süreci nasıl işler?;Bankacılık ve Sigortacılık bölümü için staj gereklilikleri nelerdir?;Bankacılık ve Sigortacılık stajı hakkında detaylı bilgi alabilir miyim?;Bankacılık ve Sigortacılık programında staj dönemi nasıl düzenleniyor?;Bankacılık ve Sigortacılık alanında staj yapma zorunluluğu ve şartları nelerdir?;;;;;;;;;;;;
75;Dış Ticaret stajı hakkında bilgi alabilir miyim?;"İŞYERİ UYGULAMASI I 
Dış Ticaret Uzaktan Öğretim Ön Lisans Programı için, 1.sınıfın bahar döneminde (2.Yarıyıl) “İşyeri Uygulaması I” stajı bulunmaktadır. Stajın süresi 20 iş günüdür ve değerlendirme notu “Başarılı” ya da “Başarısız” olarak verilmektedir.

Stajın Yapılacağı Alan ve Kurumlar
Öğrenciler işyeri eğitimlerini;
Firmaların ithalat-İhracat –Dış Ticaret Departmanlarında,
Gümrük Müşavirliklerinde,
Gümrük Müsteşarlığında,
Bankaların Kambiyo Bölümlerinde yapmak zorundadır.

İŞYERİ UYGULAMASI II 
Dış Ticaret Uzaktan Öğretim Ön Lisans Programı için, 2.sınıfın bahar döneminde (4.Yarıyıl) “İşyeri Uygulaması II” stajı bulunmaktadır. Stajın süresi 30 iş günüdür ve değerlendirme notu “Başarılı” ya da “Başarısız” olarak verilmektedir.

Stajın Yapılacağı Alan ve Kurumlar
Öğrenciler işyeri eğitimlerini;
Firmaların ithalat-İhracat –Dış Ticaret Departmanlarında,
Gümrük Müşavirliklerinde,
Gümrük Müsteşarlığında,
Bankaların Kambiyo Bölümlerinde yapmak zorundadır.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Dış Ticaret programında staj gereklilikleri nelerdir?;Dış Ticaret öğrencisi olarak hangi staj koşullarını sağlamalıyım?;Dış Ticaret bölümü staj uygulamaları hakkında detaylar nedir?;Dış Ticaret programındaki staj süreci hakkında bilgi verebilir misiniz?;Dış Ticaret bölümü için zorunlu staj var mı ve nasıl yapılır?;Dış Ticaret stajı ile ilgili genel bilgiler nelerdir?;Dış Ticaret programında staj yapma düzenlemesi nasıldır?;Dış Ticaret bölümünde staj şartları ve süreci hakkında bilgi almak istiyorum.;;;;;;;;;;;;
76;Stajımı yapmadan mezun olabilir miyim?;"Staj zorunluluğu bulunan programlarda öğrencilerin mezun olabilmesi için stajını yapmış olması gerekmektedir. Bu programlar 
• Hemşirelik (Açık Öğretim Lisans Tamamlama)
• Endüstri Mühendisliği (Uzaktan Eğitim Lisans Tamamlama)
• Coğrafi Bilgi Sistemleri (Uzaktan Eğitim Ön lisans)
• Bankacılık ve Sigortacılık (Uzaktan Eğitim Ön lisans)
• Dış Ticaret Programı (Uzaktan Eğitim Ön lisans)
• İş Sağlığı ve Güvenliği (Açık Öğretim Lisans)
• Laborant ve Veteriner Sağlık (Açık Öğretim Ön lisans)
• Sosyal Hizmet (Açık Öğretim Lisans Tamamlama) dır.";MEZUNIYET_STAJ_YAZ_OKULU-MEZUNIYET_BILGILENDIRMESI-BILGI;Stajsız mezuniyet mümkün müdür?;Staj yapmadan mezun olma şansım var mı?;Stajını tamamlamayan bir öğrenci mezun olabilir mi?;Mezuniyet için stajın tamamlanması zorunlu mu?;Staj yapmaksızın mezuniyet mümkün olabilir mi?;Stajını yapmayan öğrenciler mezun olabilirler mi?;Staj şartını yerine getirmeden diplomayı alabilir miyim?;Staj gerekliliği olmadan mezuniyet elde etmek mümkün mü?;;;;;;;;;;;;
77;Çalıştığım (İş yeri) yerde staj yapabilir miyim?;Çalıştığınız kurumun, kayıtlı olduğunuz programın staj kılavuzunda belirtilen staj yapılabilecek firma, kurum ve kuruluşların koşullarını sağlaması durumunda yapabilirsiniz. Örneğin bankada çalışan öğrencinin Bankacılık stajını yapması, Üretim yapan firmada çalışan öğrencinin Üretim stajını yapması ya da Belediyede çalışan öğrencinin Coğrafi Bilgi Sistemleri stajını yapabilmesi gibi. Öğrenim gördüğü programla ilgili bir işte çalışmış veya çalışmakta olan öğrenciler, çalışma süresi ile unvanlarını belgelendirmek koşulu ile işletmede mesleki eğitim veya staj uygulamasından muaf olmak için başvuruda bulunabilir. Bu durumda ilgili komisyonu başvuruları inceleyerek karar verir. ;MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Mevcut iş yerimde stajımı tamamlayabilir miyim?;Çalıştığım yerde staj yapma imkanım var mı?;İş yerim staj yeri olarak kabul edilebilir mi?;Çalıştığım şirkette staj yapmam mümkün mü?;Mevcut iş yerimde staj yapabilir miyim?;Çalışmakta olduğum yerde stajımı gerçekleştirebilir miyim?;Çalıştığım kurumda staj yapma şansım mevcut mu?;Kendi iş yerimde staj yapma imkanım bulunuyor mu?;;;;;;;;;;;;
78;Çalıştığım süre staj olarak sayılır mı?;"Zorunlu stajı bulunan programlarda okuyan öğrenciler, ilgili alanlarda olmak koşulu ile staj muafiyetine başvurabilirler. Staj muafiyet işlemleri ve kılavuzuna ""https://cdn.istanbul.edu.tr/FileHandler2.ashx?f=staj-muafiyet-kilavuzu.pdf"" buradan ulaşabilirsiniz. Zorunlu stajı bulunan programlar: • Hemşirelik (Açık Öğretim Lisans Tamamlama) • Endüstri Mühendisliği (Uzaktan Eğitim Lisans Tamamlama) • Coğrafi Bilgi Sistemleri (Uzaktan Eğitim Ön lisans) • Bankacılık ve Sigortacılık (Uzaktan Eğitim Ön lisans) • Dış Ticaret Programı (Uzaktan Eğitim Ön lisans) • İş Sağlığı ve Güvenliği (Açık Öğretim Lisans) • Laborant ve Veteriner Sağlık (Açık Öğretim Ön lisans) • Sosyal Hizmet (Açık Öğretim Lisans Tamamlama) dir.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Profesyonel iş deneyimim staj kredisi olarak değerlendirilebilir mi?;Çalışma sürem staj olarak kabul edilir mi?;İş tecrübem staj sayılır mı?;Mevcut çalışma dönemim staj olarak sayılabilir mi?;Çalıştığım zamanlar staj süresi olarak hesaplanır mı?;Profesyonel çalışma sürem staj kapsamında değerlendirilebilir mi?;Çalıştığım dönemler staj olarak dikkate alınabilir mi?;İş deneyimim staj süreci olarak kabul görür mü?;;;;;;;;;;;;
79;Staj yerimi ben mi bulacağım fakülte mi?;"Staj yeri bulma sorumluluğu öğrenciye aittir; ancak staj yerinin uygun olup olmadığına ""Staj Komisyonunca"" karar verilir. ";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Staj yerimi kendim mi seçmeliyim yoksa fakülte mi belirler?;Staj yerimi bulma sorumluluğu bana mı ait yoksa üniversiteye mi?;Staj yerimi seçmek benim mi yoksa fakültenin mi görevi?;Staj yeri seçimi öğrenciye mi yoksa fakülteye mi bırakılmıştır?;Staj yeri bulma işlemi kim tarafından yapılır, öğrenci mi yoksa fakülte mi?;Staj yerimi ben mi bulmalıyım, yoksa bu fakültenin mi bir görevi?;Staj yerimin belirlenmesi konusunda inisiyatif bende mi yoksa fakültede mi?;Staj yeri tespiti öğrencinin mi yoksa fakültenin mi sorumluluğundadır?;;;;;;;;;;;;
80;Hangi programlarda staj uygulaması bulunmaktadır?;"Zorunlu stajı bulunan programlar
• Hemşirelik (Açık Öğretim Lisans Tamamlama) 
• Endüstri Mühendisliği (Uzaktan Eğitim Lisans Tamamlama) 
• Coğrafi Bilgi Sistemleri (Uzaktan Eğitim Ön lisans) 
• Bankacılık ve Sigortacılık (Uzaktan Eğitim Ön lisans) 
• Dış Ticaret Programı (Uzaktan Eğitim Ön lisans) 
• İş Sağlığı ve Güvenliği (Açık Öğretim Lisans) 
• Laborant ve Veteriner Sağlık (Açık Öğretim Ön lisans) 
• Sosyal Hizmet (Açık öğretim Lisans Tamamlama) dir.

İsteğe bağlı stajı bulunan programlar ise 
• Çocuk Gelişimi (Açık Öğretim Lisans)
• Çocuk Gelişimi (Açık Öğretim Ön lisans)
• Çocuk Gelişimi (Uzaktan Eğitim Ön lisans)dir
bu programlar dışındaki programlarda zorunlu veya isteğe bağlı staj bulunmamaktadır.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Staj uygulaması olan programlar hangileridir?;Hangi bölümlerde staj yapmak gerekiyor?;Staj uygulaması gerektiren programlar nelerdir?;Staj zorunluluğu olan akademik programlar hangileridir?;Staj gerekliliği bulunan bölümler hangileridir?;Hangi programlar staj uygulamasını içerir?;Staj yapılması gereken öğrenim programları hangileridir?;Stajın bir parçası olduğu akademik programlar nelerdir?;zorunlu staj bulunan programlar hangileri?;;;;;;;;;;;
